County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c,pct_less_hs,pct_hs,pct_some_college,pct_college,crime_per_10k,unemployment_rate_2019,median_household_income_2019
Brazos County,TX,48041,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$27.70,$33.98,$44.10,$22.09,$26.49,$29.89,$32.83,$11.05,$15.15,$18.76,$22.13,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.8,19.2,26.3,41.7,207.42,2.7,54471
Brewster County,TX,48043,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.68,$25.76,$31.27,$39.63,$20.70,$25.33,$28.73,$30.67,$10.35,$14.19,$17.40,$19.90,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.3,21.3,24.3,40,201.95,2.9,48581
Briscoe County,TX,48045,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.79,$31.67,$40.58,$20.61,$24.99,$28.39,$30.51,$10.31,$14.20,$17.60,$20.37,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.9,36.5,29.9,19.8,13.4,3.6,44259
Brooks County,TX,48047,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$26.06,$32.21,$40.59,$20.61,$24.99,$28.39,$29.72,$10.31,$14.33,$17.87,$20.38,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,31.2,24.7,28.4,15.7,704.27,5.1,31410
Brown County,TX,48049,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.14,$25.47,$30.93,$39.61,$20.77,$25.09,$28.49,$30.81,$10.39,$14.04,$17.23,$19.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.8,36.3,31.8,19.1,286.19,3.7,56040
Burleson County,TX,48051,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$27.70,$33.98,$44.10,$22.09,$26.49,$29.89,$32.83,$11.05,$15.15,$18.76,$22.13,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,17.5,38.4,26.8,17.3,163.39,3.1,61745
Burnet County,TX,48053,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.34,$27.46,$34.28,$44.40,$21.64,$25.72,$29.12,$31.53,$10.82,$15.03,$18.90,$22.28,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.7,30.8,32.2,25.4,224.18,2.7,62827
Caldwell County,TX,48055,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.42,$31.03,$37.85,$48.45,$24.39,$29.30,$32.69,$35.58,$12.20,$16.82,$20.69,$24.31,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,21.8,37.9,25.7,14.6,214.05,3.4,55301
Calhoun County,TX,48057,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.84,$26.31,$32.03,$40.51,$21.25,$25.67,$29.06,$30.92,$10.63,$14.46,$17.78,$20.34,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.7,33,32.1,14.2,279.63,3.2,55909
Callahan County,TX,48059,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.02,$26.37,$31.83,$40.16,$21.18,$25.99,$29.38,$31.36,$10.59,$14.49,$17.68,$20.16,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.8,35.8,31.4,21,144.62,3.1,50812
Cameron County,TX,48061,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.76,$25.66,$31.09,$39.27,$20.78,$25.30,$28.69,$30.53,$10.39,$14.13,$17.31,$19.72,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,32.1,26.4,24.2,17.3,253.66,5.5,40893
Camp County,TX,48063,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.46,$31.00,$39.72,$20.99,$24.99,$28.39,$30.66,$10.50,$14.03,$17.27,$19.94,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.8,35.3,32.5,19.4,216.37,4.2,47091
Marion County,TX,48065,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.46,$31.00,$39.10,$20.61,$24.99,$28.39,$30.04,$10.31,$14.03,$17.27,$19.63,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,6.7,32,32.9,28.4,255.55,2.6,69760
Dawson County,TX,48065,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$26.03,$32.16,$41.31,$20.99,$24.99,$28.39,$30.52,$10.50,$14.32,$17.84,$20.74,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,6.7,32,32.9,28.4,255.55,2.6,69760
Carson County,TX,48065,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.79,$26.85,$32.73,$41.82,$21.31,$26.05,$29.45,$31.75,$10.66,$14.73,$18.13,$20.99,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,6.7,32,32.9,28.4,255.55,2.6,69760
Cass County,TX,48067,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$11.91,$25.32,$30.73,$39.31,$20.42,$24.99,$28.39,$30.66,$10.21,$13.96,$17.13,$19.74,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,14.1,43.3,26.3,16.4,142.53,4.3,44529
Castro County,TX,48069,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.79,$31.67,$40.09,$20.94,$24.99,$28.39,$30.02,$10.47,$14.20,$17.60,$20.13,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,25.9,32.2,26.3,15.6,323.99,2.8,51736
Bastrop County,TX,48069,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.42,$31.03,$37.85,$48.45,$24.39,$29.30,$32.69,$35.58,$12.20,$16.82,$20.69,$24.31,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,25.9,32.2,26.3,15.6,323.99,2.8,51736
Chambers County,TX,48071,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.33,$29.11,$35.75,$46.05,$22.88,$27.55,$30.95,$33.71,$11.44,$15.86,$19.64,$23.11,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.5,27,38.8,22.7,166.27,4.5,93351
Cherokee County,TX,48073,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.36,$25.48,$31.03,$39.29,$20.44,$25.02,$28.41,$30.23,$10.22,$14.05,$17.28,$19.73,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,21,30.5,31.3,17.2,127.63,3.8,46576
Childress County,TX,48075,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.61,$26.15,$32.04,$41.25,$20.90,$25.35,$28.75,$31.18,$10.45,$14.38,$17.78,$20.71,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18,34.9,28.9,18.3,362.99,2.7,44095
Clay County,TX,48077,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.31,$25.89,$31.40,$39.95,$20.84,$25.46,$28.86,$30.99,$10.42,$14.25,$17.47,$20.05,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,9.5,36.9,32.2,21.4,217.27,3.1,59983
Cochran County,TX,48079,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.62,$31.34,$39.28,$20.61,$24.99,$28.39,$29.72,$10.31,$14.12,$17.43,$19.72,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,32.3,30.7,28.9,8,111.43,3.5,43742
Cooke County,TX,48081,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.90,$26.66,$32.66,$41.65,$21.35,$25.75,$29.14,$31.24,$10.68,$14.64,$18.10,$20.90,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,16.3,34.1,31.8,17.8,59.59,3.2,48435
Coke County,TX,48081,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.43,$30.94,$38.69,$20.42,$24.99,$28.39,$29.72,$10.21,$14.02,$17.24,$19.43,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,16.3,34.1,31.8,17.8,59.59,3.2,48435
Coleman County,TX,48083,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.37,$30.83,$39.02,$20.42,$24.99,$28.39,$30.22,$10.21,$13.99,$17.18,$19.59,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.5,36.7,34.1,15.8,7.24,4.1,44834
Collin County,TX,48085,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.21,$30.73,$37.53,$48.15,$24.12,$29.01,$32.41,$35.33,$12.06,$16.67,$20.53,$24.15,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,6.2,15,26.5,52.3,152.81,3.1,96847
Collingsworth County,TX,48087,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.79,$31.67,$39.79,$20.61,$24.99,$28.39,$29.72,$10.31,$14.20,$17.60,$19.98,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,26.1,25.9,27.7,20.2,0,3.1,40314
Colorado County,TX,48089,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$26.55,$33.19,$43.00,$20.42,$24.99,$28.39,$30.66,$10.21,$14.58,$18.36,$21.58,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,16.9,34.3,27.8,21,158.09,3.1,55607
Comal County,TX,48091,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.50,$28.71,$35.26,$45.01,$22.49,$27.25,$30.65,$32.95,$11.25,$15.66,$19.40,$22.59,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,7.4,25,30.8,36.8,230.55,3,87976
Comanche County,TX,48093,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.37,$30.83,$39.46,$20.99,$24.99,$28.39,$30.66,$10.50,$13.99,$17.18,$19.81,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15.5,34.9,29.3,20.3,321.69,3.2,54122
Concho County,TX,48095,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.08,$26.27,$31.79,$40.16,$21.24,$25.84,$29.23,$31.18,$10.62,$14.44,$17.66,$20.16,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,32.1,30.8,24.1,13,46.82,3.2,43321
Cooke County,TX,48097,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.90,$26.66,$32.66,$41.65,$21.35,$25.75,$29.14,$31.24,$10.68,$14.64,$18.10,$20.90,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.9,31.5,33.7,20.9,302.31,2.8,61186
Coke County,TX,48097,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.43,$30.94,$38.69,$20.42,$24.99,$28.39,$29.72,$10.21,$14.02,$17.24,$19.43,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.9,31.5,33.7,20.9,302.31,2.8,61186
Coryell County,TX,48099,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.86,$26.06,$31.73,$40.78,$20.89,$25.47,$28.86,$31.35,$10.44,$14.33,$17.63,$20.47,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12,28.1,43.8,16.1,317.89,4,53083
Cottle County,TX,48101,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.50,$25.57,$31.08,$39.26,$20.71,$25.14,$28.53,$30.31,$10.36,$14.09,$17.31,$19.71,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,23.8,26.9,32.5,16.8,0,4.2,40449
Orange County,TX,48103,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.97,$26.58,$32.28,$40.78,$21.40,$25.95,$29.34,$31.23,$10.70,$14.59,$17.91,$20.47,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.5,32.8,32,14.7,203.32,4,68626
Crane County,TX,48103,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$26.03,$32.16,$41.45,$20.61,$24.99,$28.39,$30.66,$10.31,$14.32,$17.84,$20.81,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.5,32.8,32,14.7,203.32,4,68626
Crockett County,TX,48105,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.43,$30.94,$39.08,$20.61,$24.99,$28.39,$30.11,$10.31,$14.02,$17.24,$19.62,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,23,33.5,29.5,14,182.45,2.9,54165
Crosby County,TX,48107,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.90,$26.59,$32.30,$41.62,$21.54,$25.96,$29.35,$32.06,$10.77,$14.60,$17.92,$20.89,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,24,35.9,27,13.2,42.01,3.9,38871
Culberson County,TX,48109,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.36,$25.45,$30.96,$39.11,$20.47,$25.02,$28.41,$30.15,$10.23,$14.03,$17.25,$19.63,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,33.7,35,21.1,10.2,674.05,4.1,44462
Dallas County,TX,48111,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.21,$30.62,$37.32,$47.83,$24.12,$29.01,$32.41,$35.33,$12.06,$16.62,$20.43,$24.00,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,29.6,28,26.6,15.8,325.8,2,55793
Dallam County,TX,48111,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.51,$26.02,$31.90,$40.07,$21.19,$25.22,$28.61,$30.00,$10.60,$14.32,$17.72,$20.12,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,29.6,28,26.6,15.8,325.8,2,55793
Dallas County,TX,48113,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.21,$30.62,$37.32,$47.83,$24.12,$29.01,$32.41,$35.33,$12.06,$16.62,$20.43,$24.00,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.7,22.6,25.3,31.5,211.18,3.5,61807
Dallam County,TX,48113,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.51,$26.02,$31.90,$40.07,$21.19,$25.22,$28.61,$30.00,$10.60,$14.32,$17.72,$20.12,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.7,22.6,25.3,31.5,211.18,3.5,61807
Dawson County,TX,48115,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$26.03,$32.16,$41.31,$20.99,$24.99,$28.39,$30.52,$10.50,$14.32,$17.84,$20.74,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,30.1,32.3,23.4,14.2,300.39,3.9,48165
Carson County,TX,48115,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.79,$26.85,$32.73,$41.82,$21.31,$26.05,$29.45,$31.75,$10.66,$14.73,$18.13,$20.99,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,30.1,32.3,23.4,14.2,300.39,3.9,48165
Deaf Smith County,TX,48117,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.86,$26.50,$32.38,$40.88,$20.96,$25.70,$29.09,$30.81,$10.48,$14.55,$17.96,$20.52,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,26.2,36.6,25.3,12,188.61,2.7,46178
Delta County,TX,48119,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.32,$30.73,$38.86,$20.66,$24.99,$28.39,$30.22,$10.33,$13.96,$17.13,$19.51,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,12.2,32,30.6,25.1,125.73,3.4,51348
Newton County,TX,48121,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.29,$25.33,$30.75,$39.01,$20.64,$24.99,$28.39,$30.32,$10.32,$13.97,$17.14,$19.59,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,7.5,17.8,29.6,45.1,101.18,3,90910
Denton County,TX,48121,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.21,$30.73,$37.53,$48.15,$24.12,$29.01,$32.41,$35.33,$12.06,$16.67,$20.53,$24.15,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,7.5,17.8,29.6,45.1,101.18,3,90910
DeWitt County,TX,48123,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.47,$25.81,$31.54,$40.02,$20.64,$25.17,$28.57,$30.43,$10.32,$14.21,$17.54,$20.09,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.2,39.1,29.1,12.6,223.04,2.6,52544
Dickens County,TX,48125,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.62,$31.34,$39.67,$20.99,$24.99,$28.39,$30.11,$10.50,$14.12,$17.43,$19.92,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15.6,35.8,30.1,18.5,103.98,4.3,41973
Dimmit County,TX,48127,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.47,$25.23,$30.36,$38.19,$20.76,$25.17,$28.57,$30.35,$10.38,$13.92,$16.95,$19.17,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,33.6,36.2,16.6,13.6,328.79,2.5,40315
Motley County,TX,48129,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.62,$31.34,$39.67,$20.61,$24.99,$28.39,$30.11,$10.31,$14.12,$17.43,$19.92,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.3,34,36.8,17.9,606.15,3.4,41093
Donley County,TX,48129,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$25.79,$31.67,$40.73,$20.42,$24.99,$28.39,$30.66,$10.21,$14.20,$17.60,$20.45,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.3,34,36.8,17.9,606.15,3.4,41093
Duval County,TX,48131,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.34,$26.06,$32.21,$41.24,$20.61,$24.99,$28.39,$30.37,$10.31,$14.33,$17.87,$20.70,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,31.4,30.7,28.9,9,170.58,4.4,37100
Eastland County,TX,48133,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$11.91,$25.37,$30.83,$38.52,$20.42,$24.99,$28.39,$29.72,$10.21,$13.99,$17.18,$19.34,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15.6,31.6,36.8,16,84.74,3.3,46991
Ector County,TX,48135,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.03,$29.05,$35.17,$44.27,$22.83,$28.01,$31.40,$33.48,$11.41,$15.83,$19.35,$22.22,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,24,30.3,30.2,15.4,426.75,2.7,65564
Edwards County,TX,48137,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.47,$25.23,$30.36,$38.19,$20.76,$25.17,$28.57,$30.35,$10.38,$13.92,$16.95,$19.17,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,27.9,22.7,31.3,18.2,178.2,2.3,40424
Ellis County,TX,48139,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.21,$30.73,$37.53,$48.15,$24.12,$29.01,$32.41,$35.33,$12.06,$16.67,$20.53,$24.15,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.8,27.7,34.2,24.3,106.46,3.1,78341
"El Paso, TX",TX,48141,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.40,$26.18,$31.69,$40.57,$21.33,$25.75,$29.14,$31.61,$10.20,$14.39,$17.61,$20.36,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,21.5,23.7,31.4,23.3,172.5,3.8,48629
