,State,County,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c
9411,Utah,Uintah County,$13.83,$28.15,$34.44,$43.99,$23.29,$27.69,$31.46,$34.04,$11.65,$15.58,$19.19,$22.21
9414,Utah,Utah County,$14.63,$29.33,$36.89,$48.48,$23.81,$27.60,$31.37,$34.72,$11.91,$16.17,$20.42,$24.46
9417,Utah,Wasatch County,$15.01,$30.62,$38.23,$49.47,$23.96,$28.84,$32.61,$35.57,$11.98,$16.81,$21.09,$24.96
9420,Utah,Washington County,$14.55,$28.96,$35.90,$46.97,$23.41,$27.84,$31.61,$35.06,$11.70,$15.98,$19.92,$23.71
9423,Utah,Wayne County,$13.07,$26.96,$33.65,$42.70,$22.48,$26.09,$29.86,$31.55,$11.24,$14.98,$18.80,$21.57
9426,Utah,Weber County,$14.28,$29.26,$36.04,$46.88,$23.73,$28.30,$32.07,$35.45,$11.86,$16.13,$19.99,$23.66
9429,Utah,"Logan, UT",$12.81,$26.99,$33.71,$43.78,$22.06,$26.11,$29.88,$32.56,$10.67,$15.00,$18.82,$22.11
9432,Utah,"Ogden-Clearfield, UT",$14.19,$29.17,$36.01,$46.82,$23.61,$28.17,$31.94,$35.25,$11.36,$16.09,$19.97,$23.63
9435,Utah,"Provo-Orem, UT",$14.63,$29.32,$36.86,$48.43,$23.81,$27.60,$31.37,$34.72,$11.58,$16.16,$20.40,$24.44
9438,Utah,"St. George, UT",$14.55,$28.96,$35.90,$46.97,$23.41,$27.84,$31.61,$35.06,$11.54,$15.98,$19.92,$23.71
9441,Utah,"Salt Lake City, UT",$15.07,$30.59,$37.72,$49.30,$24.81,$29.29,$33.06,$36.84,$11.80,$16.80,$20.83,$24.87
9444,Vermont,Addison County,$14.09,$31.70,$40.04,$52.65,$24.54,$29.00,$32.71,$35.12,$12.27,$17.30,$22.52,$26.58
9447,Vermont,Bennington County,$14.33,$30.39,$38.34,$50.99,$24.14,$28.08,$31.79,$34.66,$12.07,$16.65,$21.11,$25.75
9450,Vermont,Caledonia County,$14.13,$29.51,$37.01,$48.37,$23.71,$27.65,$31.36,$33.43,$11.86,$16.21,$20.44,$24.44
9453,Vermont,Chittenden County,$16.27,$36.06,$46.16,$59.36,$27.07,$32.72,$36.43,$39.85,$13.53,$19.48,$25.05,$29.94
9456,Vermont,Essex County,$13.12,$28.03,$34.88,$45.59,$22.56,$26.82,$30.53,$32.63,$11.28,$15.47,$19.38,$23.05
9459,Vermont,Franklin County,$16.27,$34.61,$42.13,$54.95,$27.07,$32.72,$36.43,$39.85,$13.53,$18.76,$23.57,$27.73
9462,Vermont,Grand Isle County,$16.27,$34.24,$41.39,$53.83,$27.07,$32.72,$36.43,$39.85,$13.53,$18.57,$23.20,$27.17
9465,Vermont,Lamoille County,$14.84,$30.87,$38.51,$50.34,$24.21,$28.86,$32.57,$34.93,$12.10,$16.89,$21.20,$25.42
9468,Vermont,Orange County,$14.29,$30.42,$38.00,$50.02,$23.63,$28.47,$32.18,$34.80,$11.82,$16.66,$20.94,$25.26
9471,Vermont,Orleans County,$13.23,$29.19,$37.06,$49.13,$23.16,$26.96,$30.67,$33.05,$11.58,$16.05,$20.47,$24.82
9474,Vermont,Rutland County,$14.47,$30.30,$38.11,$50.80,$23.97,$28.13,$31.84,$34.89,$11.98,$16.60,$21.00,$25.65
9477,Vermont,Washington County,$14.47,$31.31,$39.05,$51.07,$24.19,$29.21,$32.92,$35.36,$12.10,$17.11,$21.47,$25.79
9480,Vermont,Windham County,$14.19,$32.28,$41.46,$54.86,$24.11,$28.73,$32.44,$34.77,$12.05,$17.59,$23.24,$27.69
9483,Vermont,Windsor County,$13.98,$31.11,$39.18,$52.49,$24.33,$28.68,$32.39,$35.79,$12.16,$17.01,$22.08,$26.50
9486,Vermont,"Burlington-South Burlington, VT",$16.27,$34.95,$44.10,$56.91,$26.34,$32.00,$35.71,$39.12,$12.47,$18.93,$24.01,$28.71
9489,Virginia,Accomack County,$13.35,$27.17,$32.68,$40.72,$22.26,$27.06,$30.67,$32.25,$11.13,$14.97,$18.21,$20.44
9492,Virginia,Albemarle County,$15.63,$32.25,$39.49,$50.07,$25.45,$30.41,$34.01,$36.39,$12.73,$17.51,$21.62,$25.12
9495,Virginia,Alexandria city,$19.92,$39.17,$50.15,$65.88,$28.43,$33.58,$37.18,$40.96,$14.21,$20.97,$26.95,$33.02
9498,Virginia,Alleghany County,$13.10,$27.51,$33.73,$43.25,$21.81,$26.69,$30.30,$32.66,$10.90,$15.14,$18.74,$21.71
9501,Virginia,Amelia County,$15.95,$29.72,$35.85,$45.59,$24.38,$28.98,$32.58,$35.23,$12.19,$16.24,$19.80,$22.88
9504,Virginia,Amherst County,$14.03,$28.01,$34.14,$43.43,$22.56,$27.27,$30.87,$33.07,$11.28,$15.39,$18.95,$21.80
9507,Virginia,Appomattox County,$14.03,$28.01,$34.14,$43.43,$22.56,$27.27,$30.87,$33.07,$11.28,$15.39,$18.95,$21.80
9510,Virginia,Arlington County,$19.92,$41.57,$54.97,$73.10,$28.43,$33.58,$37.18,$40.96,$14.21,$22.17,$29.36,$36.63
9513,Virginia,Augusta County,$14.38,$29.59,$36.75,$47.33,$22.61,$27.82,$31.43,$33.89,$11.31,$16.18,$20.25,$23.75
9516,Virginia,Bath County,$13.06,$27.92,$34.61,$44.12,$21.89,$26.63,$30.23,$32.10,$10.95,$15.35,$19.18,$22.14
9519,Virginia,Bedford County,$14.03,$29.03,$36.19,$46.50,$22.56,$27.27,$30.87,$33.07,$11.28,$15.90,$19.97,$23.34
9522,Virginia,Bland County,$12.98,$26.89,$32.67,$41.15,$21.79,$26.51,$30.11,$31.85,$10.90,$14.83,$18.21,$20.66
9525,Virginia,Botetourt County,$13.50,$28.25,$34.47,$43.95,$22.50,$27.43,$31.04,$33.35,$11.25,$15.51,$19.11,$22.06
9528,Virginia,Bristol city,$13.34,$26.89,$32.67,$41.13,$21.61,$26.51,$30.11,$31.84,$10.80,$14.83,$18.21,$20.65
9531,Virginia,Brunswick County,$13.49,$28.05,$34.22,$42.96,$22.18,$27.27,$30.87,$32.48,$11.09,$15.41,$18.99,$21.56
9534,Virginia,Buchanan County,$12.98,$26.89,$32.67,$40.88,$22.21,$26.51,$30.11,$31.58,$11.11,$14.83,$18.21,$20.52
9537,Virginia,Buckingham County,$13.20,$27.54,$33.71,$42.85,$22.43,$26.76,$30.36,$32.37,$11.22,$15.15,$18.73,$21.51
9540,Virginia,Buena Vista city,$13.24,$28.39,$35.08,$44.76,$22.48,$27.10,$30.70,$32.74,$11.24,$15.58,$19.41,$22.46
9543,Virginia,Campbell County,$14.03,$29.03,$36.19,$46.50,$22.56,$27.27,$30.87,$33.07,$11.28,$15.90,$19.97,$23.34
9546,Virginia,Caroline County,$15.95,$30.27,$36.96,$47.25,$24.38,$28.98,$32.58,$35.23,$12.19,$16.52,$20.35,$23.71
9549,Virginia,Carroll County,$12.98,$26.89,$32.67,$41.64,$22.21,$26.51,$30.11,$32.34,$11.11,$14.83,$18.21,$20.90
9552,Virginia,Charles City County,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83
9555,Virginia,Charlotte County,$12.98,$27.29,$33.46,$42.08,$21.79,$26.51,$30.11,$31.60,$10.90,$15.03,$18.61,$21.13
9558,Virginia,Charlottesville city,$15.63,$32.25,$39.49,$50.07,$25.45,$30.41,$34.01,$36.39,$12.73,$17.51,$21.62,$25.12
9561,Virginia,Chesapeake city,$16.33,$31.67,$39.23,$51.23,$24.57,$29.51,$33.12,$36.61,$12.28,$17.22,$21.49,$25.70
9564,Virginia,Chesterfield County,$15.95,$31.02,$38.46,$49.50,$24.38,$28.98,$32.58,$35.23,$12.19,$16.90,$21.10,$24.83
9567,Virginia,Clarke County,$19.92,$35.34,$42.50,$54.40,$28.43,$33.58,$37.18,$40.96,$14.21,$19.06,$23.13,$27.29
9570,Virginia,Colonial Heights city,$15.95,$31.02,$38.46,$49.50,$24.38,$28.98,$32.58,$35.23,$12.19,$16.90,$21.10,$24.83
9573,Virginia,Covington city,$13.10,$27.51,$33.73,$43.25,$21.81,$26.69,$30.30,$32.66,$10.90,$15.14,$18.74,$21.71
9576,Virginia,Craig County,$13.50,$28.33,$34.62,$44.19,$22.50,$27.43,$31.04,$33.35,$11.25,$15.55,$19.19,$22.18
9579,Virginia,Culpeper County,$14.98,$31.06,$38.90,$50.86,$23.22,$28.63,$32.23,$35.42,$11.61,$16.92,$21.32,$25.52
9582,Virginia,Cumberland County,$14.34,$29.30,$35.48,$44.51,$23.40,$28.52,$32.13,$34.04,$11.70,$16.04,$19.61,$22.34
9585,Virginia,Danville city,$13.14,$27.13,$33.15,$41.91,$21.61,$26.51,$30.11,$31.91,$10.80,$14.95,$18.45,$21.04
9588,Virginia,Dickenson County,$12.98,$26.89,$32.67,$41.10,$22.21,$26.51,$30.11,$31.80,$11.11,$14.83,$18.21,$20.63
9591,Virginia,Dinwiddie County,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83
9594,Virginia,Emporia city,$13.49,$28.50,$35.14,$44.94,$22.18,$27.26,$30.87,$33.08,$11.09,$15.64,$19.45,$22.56
9597,Virginia,Essex County,$14.12,$29.57,$36.34,$45.89,$22.89,$28.20,$31.81,$33.64,$11.45,$16.17,$20.04,$23.03
9600,Virginia,Fairfax city,$19.92,$39.57,$50.96,$67.09,$28.43,$33.58,$37.18,$40.96,$14.21,$21.17,$27.36,$33.63
9603,Virginia,Fairfax County,$19.92,$38.77,$49.37,$64.69,$28.43,$33.58,$37.18,$40.96,$14.21,$20.77,$26.56,$32.43
9606,Virginia,Falls Church city,$19.92,$39.57,$50.96,$67.09,$28.43,$33.58,$37.18,$40.96,$14.21,$21.17,$27.36,$33.63
9609,Virginia,Fauquier County,$19.92,$36.76,$45.34,$58.66,$28.43,$33.58,$37.18,$40.96,$14.21,$19.77,$24.55,$29.42
9612,Virginia,Floyd County,$13.89,$27.40,$33.70,$43.36,$22.21,$26.51,$30.11,$32.53,$11.11,$15.09,$18.72,$21.77
9615,Virginia,Fluvanna County,$15.63,$31.74,$38.47,$48.53,$25.45,$30.41,$34.01,$36.39,$12.73,$17.26,$21.11,$24.35
9618,Virginia,Franklin city,$14.00,$28.38,$34.91,$44.82,$22.87,$27.25,$30.85,$33.28,$11.43,$15.58,$19.33,$22.50
9621,Virginia,Franklin County,$13.03,$28.14,$35.14,$44.51,$21.62,$26.53,$30.13,$31.55,$10.81,$15.45,$19.45,$22.34
9624,Virginia,Frederick County,$15.09,$30.50,$37.66,$48.37,$23.32,$28.74,$32.34,$34.93,$11.66,$16.64,$20.71,$24.27
9627,Virginia,Fredericksburg city,$19.92,$36.01,$43.84,$56.41,$28.43,$33.58,$37.18,$40.96,$14.21,$19.39,$23.80,$28.29
9630,Virginia,Galax city,$12.98,$26.89,$32.67,$41.64,$22.21,$26.51,$30.11,$32.34,$11.11,$14.83,$18.21,$20.90
9633,Virginia,Giles County,$13.07,$27.54,$33.83,$42.55,$21.96,$26.64,$30.25,$31.72,$10.98,$15.16,$18.79,$21.36
9636,Virginia,Gloucester County,$16.33,$30.88,$37.65,$48.86,$24.57,$29.51,$33.12,$36.61,$12.28,$16.83,$20.70,$24.52
9639,Virginia,Goochland County,$15.95,$30.98,$38.38,$49.38,$24.38,$28.98,$32.58,$35.23,$12.19,$16.88,$21.06,$24.78
9642,Virginia,Grayson County,$12.98,$26.89,$32.67,$41.62,$22.21,$26.51,$30.11,$32.32,$11.11,$14.83,$18.21,$20.89
9645,Virginia,Greene County,$15.63,$31.70,$38.39,$48.41,$25.45,$30.41,$34.01,$36.39,$12.73,$17.24,$21.07,$24.29
9648,Virginia,Greensville County,$13.49,$28.63,$35.40,$45.33,$22.18,$27.26,$30.87,$33.08,$11.09,$15.70,$19.58,$22.75
9651,Virginia,Halifax County,$12.98,$27.29,$33.46,$42.01,$21.61,$26.51,$30.11,$31.53,$10.80,$15.03,$18.61,$21.09
9654,Virginia,Hampton city,$16.33,$31.16,$38.20,$49.69,$24.57,$29.51,$33.12,$36.61,$12.28,$16.96,$20.98,$24.93
9657,Virginia,Hanover County,$15.95,$31.16,$38.74,$49.92,$24.38,$28.98,$32.58,$35.23,$12.19,$16.97,$21.25,$25.05
9660,Virginia,Harrisonburg city,$14.39,$30.08,$37.72,$48.51,$22.62,$27.85,$31.45,$33.65,$11.31,$16.43,$20.73,$24.34
9663,Virginia,Henrico County,$15.95,$31.06,$38.53,$49.61,$24.38,$28.98,$32.58,$35.23,$12.19,$16.91,$21.14,$24.89
9666,Virginia,Henry County,$13.39,$27.40,$33.70,$42.83,$21.61,$26.51,$30.11,$31.99,$10.80,$15.09,$18.72,$21.50
9669,Virginia,Highland County,$12.98,$27.68,$34.25,$43.60,$21.79,$26.51,$30.11,$31.94,$10.90,$15.23,$19.00,$21.89
9672,Virginia,Hopewell city,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83
9675,Virginia,Isle of Wight County,$16.33,$30.65,$37.18,$48.15,$24.57,$29.51,$33.12,$36.61,$12.28,$16.71,$20.46,$24.16
9678,Virginia,James City County,$16.33,$31.47,$38.83,$50.63,$24.57,$29.51,$33.12,$36.61,$12.28,$17.12,$21.29,$25.40
9681,Virginia,King and Queen County,$13.80,$29.10,$35.86,$45.31,$22.77,$27.73,$31.33,$33.06,$11.38,$15.93,$19.81,$22.74
9684,Virginia,King George County,$14.89,$31.78,$39.61,$51.98,$24.33,$29.34,$32.94,$36.54,$12.16,$17.27,$21.68,$26.08
9687,Virginia,King William County,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83
9690,Virginia,Lancaster County,$14.33,$29.88,$36.64,$46.27,$23.39,$28.51,$32.11,$34.02,$11.69,$16.32,$20.20,$23.22
9693,Virginia,Lee County,$12.98,$26.89,$32.67,$41.25,$22.14,$26.51,$30.11,$31.96,$11.07,$14.83,$18.21,$20.71
9696,Virginia,Lexington city,$13.24,$28.39,$35.08,$44.76,$22.48,$27.10,$30.70,$32.74,$11.24,$15.58,$19.41,$22.46
9699,Virginia,Loudoun County,$19.92,$38.77,$49.37,$64.69,$28.43,$33.58,$37.18,$40.96,$14.21,$20.77,$26.56,$32.43
9702,Virginia,Louisa County,$14.19,$29.60,$36.29,$46.57,$23.80,$28.31,$31.91,$34.56,$11.90,$16.19,$20.02,$23.37
9705,Virginia,Lunenburg County,$12.98,$27.29,$33.46,$42.56,$22.21,$26.51,$30.11,$32.09,$11.11,$15.03,$18.61,$21.37
9708,Virginia,Lynchburg city,$14.03,$29.03,$36.19,$46.50,$22.56,$27.27,$30.87,$33.07,$11.28,$15.90,$19.97,$23.34
9711,Virginia,Madison County,$14.16,$30.69,$38.52,$49.15,$22.93,$28.25,$31.86,$33.70,$11.47,$16.73,$21.13,$24.66
9714,Virginia,Manassas city,$19.92,$38.77,$49.37,$64.69,$28.43,$33.58,$37.18,$40.96,$14.21,$20.77,$26.56,$32.43
9717,Virginia,Manassas Park city,$19.92,$38.77,$49.37,$64.69,$28.43,$33.58,$37.18,$40.96,$14.21,$20.77,$26.56,$32.43
9720,Virginia,Martinsville city,$13.39,$27.40,$33.70,$42.83,$21.61,$26.51,$30.11,$31.99,$10.80,$15.09,$18.72,$21.50
9723,Virginia,Mathews County,$16.33,$30.88,$37.65,$48.86,$24.57,$29.51,$33.12,$36.61,$12.28,$16.83,$20.70,$24.52
9726,Virginia,Mecklenburg County,$13.12,$27.49,$33.66,$42.62,$22.08,$26.71,$30.31,$32.14,$11.04,$15.13,$18.71,$21.40
9729,Virginia,Middlesex County,$14.21,$29.69,$36.46,$46.05,$22.99,$28.32,$31.93,$33.79,$11.49,$16.23,$20.11,$23.11
9732,Virginia,Montgomery County,$15.22,$29.90,$36.71,$47.76,$23.96,$28.49,$32.10,$35.39,$11.98,$16.34,$20.23,$23.97
9735,Virginia,Nelson County,$15.63,$31.70,$38.39,$48.41,$25.45,$30.41,$34.01,$36.39,$12.73,$17.24,$21.07,$24.29
9738,Virginia,New Kent County,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83
9741,Virginia,Newport News city,$16.33,$31.36,$38.60,$50.28,$24.57,$29.51,$33.12,$36.61,$12.28,$17.06,$21.17,$25.23
9744,Virginia,Norfolk city,$16.33,$31.32,$38.52,$50.16,$24.57,$29.51,$33.12,$36.61,$12.28,$17.04,$21.13,$25.17
9747,Virginia,Northampton County,$13.64,$28.26,$34.44,$43.74,$23.07,$27.48,$31.09,$33.26,$11.54,$15.52,$19.09,$21.96
9750,Virginia,Northumberland County,$13.20,$28.21,$34.97,$45.25,$21.86,$26.84,$30.44,$33.00,$10.93,$15.49,$19.36,$22.71
9753,Virginia,Norton city,$12.98,$26.89,$32.67,$40.95,$21.61,$26.51,$30.11,$31.66,$10.80,$14.83,$18.21,$20.56
9756,Virginia,Nottoway County,$13.29,$27.76,$33.93,$43.52,$22.62,$26.98,$30.58,$33.04,$11.31,$15.26,$18.84,$21.85
9759,Virginia,Orange County,$13.84,$29.47,$36.56,$47.58,$23.12,$27.79,$31.39,$34.38,$11.56,$16.12,$20.15,$23.88
9762,Virginia,Page County,$13.10,$27.98,$34.66,$44.25,$22.01,$26.69,$30.29,$32.24,$11.00,$15.37,$19.21,$22.21
9765,Virginia,Patrick County,$12.98,$27.40,$33.70,$42.70,$22.21,$26.51,$30.11,$31.87,$11.11,$15.09,$18.72,$21.44
9768,Virginia,Petersburg city,$15.95,$30.51,$37.43,$47.96,$24.38,$28.98,$32.58,$35.23,$12.19,$16.64,$20.59,$24.07
9771,Virginia,Pittsylvania County,$13.14,$27.40,$33.70,$42.74,$21.61,$26.51,$30.11,$31.91,$10.80,$15.09,$18.72,$21.46
9774,Virginia,Poquoson city,$16.33,$31.32,$38.52,$50.16,$24.57,$29.51,$33.12,$36.61,$12.28,$17.04,$21.13,$25.17
9777,Virginia,Portsmouth city,$16.33,$31.28,$38.44,$50.04,$24.57,$29.51,$33.12,$36.61,$12.28,$17.02,$21.09,$25.11
9780,Virginia,Powhatan County,$15.95,$30.98,$38.38,$49.38,$24.38,$28.98,$32.58,$35.23,$12.19,$16.88,$21.06,$24.78
9783,Virginia,Prince Edward County,$13.90,$28.65,$34.83,$43.71,$22.65,$27.87,$31.48,$33.23,$11.32,$15.71,$19.29,$21.94
9786,Virginia,Prince George County,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83
9789,Virginia,Prince William County,$19.92,$37.12,$46.05,$59.72,$28.43,$33.58,$37.18,$40.96,$14.21,$19.94,$24.90,$29.95
9792,Virginia,Pulaski County,$13.93,$27.45,$33.75,$43.01,$22.22,$26.56,$30.16,$32.18,$11.11,$15.11,$18.75,$21.59
9795,Virginia,Radford city,$15.22,$29.39,$35.68,$46.22,$23.96,$28.49,$32.10,$35.39,$11.98,$16.08,$19.72,$23.20
9798,Virginia,Rappahannock County,$16.18,$31.62,$39.45,$51.04,$24.57,$29.20,$32.80,$35.62,$12.29,$17.20,$21.60,$25.60
9801,Virginia,Richmond city,$15.95,$30.19,$36.80,$47.01,$24.38,$28.98,$32.58,$35.23,$12.19,$16.48,$20.28,$23.59
9804,Virginia,Richmond County,$13.82,$29.13,$35.90,$45.34,$22.56,$27.76,$31.36,$33.09,$11.28,$15.95,$19.82,$22.76
9807,Virginia,Roanoke city,$13.50,$29.20,$36.36,$46.79,$22.50,$27.43,$31.04,$33.35,$11.25,$15.98,$20.05,$23.48
9810,Virginia,Roanoke County,$13.50,$29.20,$36.36,$46.79,$22.50,$27.43,$31.04,$33.35,$11.25,$15.98,$20.05,$23.48
9813,Virginia,Rockbridge County,$13.24,$28.39,$35.08,$44.76,$22.48,$27.10,$30.70,$32.74,$11.24,$15.58,$19.41,$22.46
9816,Virginia,Rockingham County,$14.39,$30.08,$37.72,$48.51,$22.62,$27.85,$31.45,$33.65,$11.31,$16.43,$20.73,$24.34
9819,Virginia,Russell County,$12.98,$26.89,$32.67,$40.83,$21.61,$26.51,$30.11,$31.53,$10.80,$14.83,$18.21,$20.50
9822,Virginia,Salem city,$13.50,$28.73,$35.43,$45.39,$22.50,$27.43,$31.04,$33.35,$11.25,$15.75,$19.59,$22.78
9825,Virginia,Scott County,$13.34,$26.89,$32.67,$41.13,$21.61,$26.51,$30.11,$31.84,$10.80,$14.83,$18.21,$20.65
9828,Virginia,Shenandoah County,$13.44,$28.41,$34.82,$44.93,$22.28,$27.40,$31.00,$33.74,$11.14,$15.59,$19.29,$22.55
9831,Virginia,Smyth County,$12.98,$26.89,$32.67,$41.02,$21.81,$26.51,$30.11,$31.72,$10.91,$14.83,$18.21,$20.60
9834,Virginia,Southampton County,$14.00,$28.38,$34.91,$44.82,$22.87,$27.25,$30.85,$33.28,$11.43,$15.58,$19.33,$22.50
9837,Virginia,Spotsylvania County,$19.92,$36.01,$43.84,$56.41,$28.43,$33.58,$37.18,$40.96,$14.21,$19.39,$23.80,$28.29
9840,Virginia,Stafford County,$19.92,$36.41,$44.63,$57.59,$28.43,$33.58,$37.18,$40.96,$14.21,$19.59,$24.19,$28.88
9843,Virginia,Staunton city,$14.38,$29.59,$36.75,$47.33,$22.61,$27.82,$31.43,$33.89,$11.31,$16.18,$20.25,$23.75
9846,Virginia,Suffolk city,$16.33,$31.43,$38.75,$50.52,$24.57,$29.51,$33.12,$36.61,$12.28,$17.10,$21.25,$25.34
9849,Virginia,Surry County,$13.16,$28.15,$34.92,$45.17,$22.01,$26.78,$30.38,$32.92,$11.01,$15.46,$19.33,$22.67
9852,Virginia,Sussex County,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83
9855,Virginia,Tazewell County,$13.00,$26.93,$32.71,$40.87,$21.89,$26.54,$30.15,$31.57,$10.95,$14.85,$18.23,$20.52
9858,Virginia,Virginia Beach city,$16.33,$31.83,$39.54,$51.70,$24.57,$29.51,$33.12,$36.61,$12.28,$17.30,$21.65,$25.94
9861,Virginia,Warren County,$14.33,$29.96,$36.64,$47.31,$23.24,$28.66,$32.27,$35.29,$11.62,$16.36,$20.20,$23.74
9864,Virginia,Washington County,$13.34,$26.89,$32.67,$41.13,$21.61,$26.51,$30.11,$31.84,$10.80,$14.83,$18.21,$20.65
9867,Virginia,Waynesboro city,$14.38,$29.59,$36.75,$47.33,$22.61,$27.82,$31.43,$33.89,$11.31,$16.18,$20.25,$23.75
9870,Virginia,Westmoreland County,$13.76,$29.04,$35.81,$46.45,$22.72,$27.67,$31.27,$34.20,$11.36,$15.90,$19.78,$23.31
9873,Virginia,Williamsburg city,$16.33,$31.47,$38.83,$50.63,$24.57,$29.51,$33.12,$36.61,$12.28,$17.12,$21.29,$25.40
9876,Virginia,Winchester city,$15.09,$30.50,$37.66,$48.37,$23.32,$28.74,$32.34,$34.93,$11.66,$16.64,$20.71,$24.27
9879,Virginia,Wise County,$12.98,$26.89,$32.67,$40.95,$21.61,$26.51,$30.11,$31.66,$10.80,$14.83,$18.21,$20.56
9882,Virginia,Wythe County,$13.00,$26.93,$32.71,$40.87,$21.73,$26.54,$30.15,$31.57,$10.86,$14.85,$18.23,$20.52
9885,Virginia,York County,$16.33,$31.47,$38.83,$50.63,$24.57,$29.51,$33.12,$36.61,$12.28,$17.12,$21.29,$25.40
9888,Virginia,"Blacksburg-Christiansburg-Radford, VA",$15.00,$29.78,$36.72,$47.67,$23.67,$28.24,$31.84,$34.90,$11.60,$16.28,$20.24,$23.92
9891,Virginia,"Charlottesville, VA",$15.77,$32.65,$40.02,$50.87,$25.67,$30.68,$34.28,$36.81,$11.98,$17.71,$21.89,$25.52
9894,Virginia,"Harrisonburg, VA",$14.24,$29.93,$37.57,$48.36,$22.47,$27.69,$31.30,$33.50,$11.22,$16.35,$20.66,$24.26
9897,Virginia,"Lynchburg, VA",$13.88,$28.70,$35.67,$45.79,$22.41,$27.12,$30.72,$32.92,$11.04,$15.73,$19.71,$22.98
9900,Virginia,"Richmond, VA",$15.91,$30.84,$38.12,$49.05,$24.35,$28.96,$32.57,$35.26,$12.06,$16.81,$20.94,$24.61
9903,Virginia,"Roanoke, VA",$12.08,$25.54,$31.16,$39.25,$20.77,$25.32,$28.92,$30.43,$10.14,$14.16,$17.46,$19.71
9906,Virginia,"Staunton-Waynesboro, VA",$14.22,$29.44,$36.60,$47.18,$22.46,$27.67,$31.28,$33.74,$11.21,$16.10,$20.17,$23.68
9909,Virginia,"Virginia Beach-Norfolk-Newport News, VA",$16.02,$31.03,$38.29,$49.91,$24.26,$29.17,$32.77,$36.19,$12.11,$16.90,$21.02,$25.04
9912,Virginia,"Winchester, VA",$14.94,$30.34,$37.49,$48.20,$23.17,$28.58,$32.19,$34.78,$11.57,$16.56,$20.62,$24.18
9915,Washington,Adams County,$12.95,$25.71,$32.19,$41.59,$20.91,$24.71,$28.26,$30.53,$10.46,$14.27,$17.95,$21.00
9918,Washington,Asotin County,$12.46,$26.46,$33.17,$42.97,$20.69,$25.24,$28.79,$31.24,$10.34,$14.64,$18.44,$21.69
9921,Washington,Benton County,$13.49,$28.40,$35.57,$46.38,$22.19,$26.72,$30.27,$33.28,$11.09,$15.61,$19.64,$23.40
9924,Washington,Chelan County,$13.42,$27.42,$33.85,$43.88,$21.63,$26.48,$30.03,$32.99,$10.82,$15.12,$18.78,$22.15
9927,Washington,Clallam County,$13.21,$28.06,$35.22,$46.26,$21.57,$26.40,$29.95,$33.19,$10.78,$15.45,$19.47,$23.34
9930,Washington,Clark County,$16.65,$31.23,$38.51,$51.28,$24.91,$29.44,$32.99,$37.84,$12.46,$17.03,$21.11,$25.85
9933,Washington,Columbia County,$13.03,$27.54,$34.45,$44.27,$21.36,$26.13,$29.68,$31.96,$10.68,$15.19,$19.08,$22.34
9936,Washington,Cowlitz County,$12.95,$27.79,$35.05,$46.28,$21.29,$26.01,$29.56,$32.88,$10.65,$15.31,$19.38,$23.35
9939,Washington,Douglas County,$13.42,$27.50,$34.00,$44.10,$21.63,$26.48,$30.03,$32.99,$10.82,$15.16,$18.86,$22.26
9942,Washington,Ferry County,$12.24,$25.37,$31.31,$40.43,$20.45,$24.92,$28.46,$31.01,$10.22,$14.10,$17.51,$20.42
9945,Washington,Franklin County,$13.49,$28.47,$35.70,$46.58,$22.19,$26.72,$30.27,$33.28,$11.09,$15.65,$19.71,$23.50
9948,Washington,Garfield County,$11.86,$25.55,$32.25,$42.03,$20.58,$24.33,$27.87,$30.31,$10.29,$14.19,$17.98,$21.22
9951,Washington,Grant County,$12.38,$26.02,$32.44,$42.13,$20.87,$25.09,$28.64,$31.28,$10.44,$14.42,$18.07,$21.27
9954,Washington,Grays Harbor County,$12.40,$25.83,$32.01,$41.76,$20.75,$25.15,$28.70,$31.64,$10.37,$14.33,$17.86,$21.09
9957,Washington,Island County,$14.69,$29.00,$36.43,$48.28,$22.34,$27.05,$30.60,$34.39,$11.17,$15.91,$20.07,$24.35
9960,Washington,Jefferson County,$13.31,$28.55,$36.33,$48.18,$21.50,$26.26,$29.81,$33.24,$10.75,$15.69,$20.02,$24.30
9963,Washington,King County,$19.57,$36.53,$45.06,$60.62,$27.94,$33.49,$37.04,$43.44,$13.97,$19.68,$24.39,$30.52
9966,Washington,Kitsap County,$14.32,$29.83,$37.05,$48.90,$22.99,$28.11,$31.66,$35.66,$11.50,$16.33,$20.38,$24.66
