,Unnamed: 0_level_0,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),State,County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Marshall County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Marshall County
0,Living Wage,$13.24,$27.32,$34.65,$44.80,$22.24,$25.86,$29.87,$32.08,$11.12,$15.25,$19.24,$22.49,West Virginia,Mason County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Mason County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Mason County
0,Living Wage,$13.29,$26.41,$32.80,$41.18,$22.45,$25.86,$29.87,$31.23,$11.22,$14.79,$18.31,$20.68,West Virginia,McDowell County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,McDowell County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,McDowell County
0,Living Wage,$12.40,$27.32,$34.65,$44.18,$22.09,$25.86,$29.87,$31.46,$11.05,$15.25,$19.24,$22.18,West Virginia,Mercer County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Mercer County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Mercer County
0,Living Wage,$13.02,$28.17,$35.98,$46.35,$22.48,$26.23,$30.25,$32.21,$11.24,$15.68,$19.90,$23.27,West Virginia,Mineral County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Mineral County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Mineral County
0,Living Wage,$13.05,$26.63,$33.03,$41.46,$22.04,$26.08,$30.10,$31.51,$11.02,$14.90,$18.42,$20.82,West Virginia,Mingo County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Mingo County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Mingo County
0,Living Wage,$14.61,$30.69,$39.09,$50.83,$23.64,$27.43,$31.45,$33.83,$11.82,$16.75,$21.45,$25.50,West Virginia,Monongalia County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Monongalia County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Monongalia County
0,Living Wage,$13.17,$26.41,$32.80,$41.18,$22.16,$25.86,$29.87,$31.23,$11.08,$14.79,$18.31,$20.68,West Virginia,Monroe County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Monroe County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Monroe County
0,Living Wage,$13.83,$29.77,$38.17,$49.63,$23.02,$26.52,$30.54,$32.62,$11.51,$16.30,$21.00,$24.90,West Virginia,Morgan County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Morgan County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Morgan County
0,Living Wage,$12.99,$27.60,$35.21,$45.12,$21.98,$25.86,$29.87,$31.56,$10.99,$15.39,$19.52,$22.65,West Virginia,Nicholas County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Nicholas County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Nicholas County
0,Living Wage,$13.36,$29.65,$38.05,$49.07,$22.36,$26.40,$30.42,$32.07,$11.18,$16.24,$20.94,$24.62,West Virginia,Ohio County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Ohio County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Ohio County
0,Living Wage,$13.24,$27.32,$34.65,$44.89,$22.23,$25.86,$29.87,$32.17,$11.11,$15.25,$19.24,$22.53,West Virginia,Pendleton County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Pendleton County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Pendleton County
0,Living Wage,$13.41,$28.10,$35.91,$45.93,$22.42,$26.17,$30.19,$31.78,$11.21,$15.64,$19.87,$23.05,West Virginia,Pleasants County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Pleasants County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Pleasants County
0,Living Wage,$12.88,$27.60,$35.21,$45.53,$21.88,$25.86,$29.87,$31.96,$10.94,$15.39,$19.52,$22.85,West Virginia,Pocahontas County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Pocahontas County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Pocahontas County
0,Living Wage,$14.61,$29.73,$37.18,$47.97,$23.64,$27.43,$31.45,$33.83,$11.82,$16.28,$20.50,$24.07,West Virginia,Preston County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Preston County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Preston County
0,Living Wage,$13.87,$30.94,$39.34,$50.95,$23.27,$27.68,$31.71,$33.94,$11.64,$16.88,$21.58,$25.56,West Virginia,Putnam County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Putnam County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Putnam County
0,Living Wage,$13.91,$27.99,$35.32,$44.98,$23.02,$26.52,$30.54,$32.26,$11.51,$15.58,$19.57,$22.58,West Virginia,Raleigh County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Raleigh County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Raleigh County
0,Living Wage,$13.06,$27.47,$34.80,$44.13,$22.57,$26.00,$30.02,$31.41,$11.28,$15.32,$19.31,$22.15,West Virginia,Randolph County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Randolph County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Randolph County
0,Living Wage,$13.29,$27.32,$34.65,$44.32,$22.41,$25.86,$29.87,$31.60,$11.20,$15.25,$19.24,$22.25,West Virginia,Ritchie County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Ritchie County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Ritchie County
0,Living Wage,$13.29,$26.41,$32.80,$41.87,$22.36,$25.86,$29.87,$31.92,$11.18,$14.79,$18.31,$21.02,West Virginia,Roane County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Roane County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Roane County
0,Living Wage,$12.88,$26.41,$32.80,$42.12,$21.88,$25.86,$29.87,$32.17,$10.94,$14.79,$18.31,$21.15,West Virginia,Summers County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Summers County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Summers County
0,Living Wage,$12.92,$27.92,$35.73,$45.79,$22.36,$25.99,$30.00,$31.65,$11.18,$15.55,$19.78,$22.98,West Virginia,Taylor County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Taylor County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Taylor County
0,Living Wage,$13.29,$27.32,$34.65,$43.95,$22.45,$25.86,$29.87,$31.23,$11.22,$15.25,$19.24,$22.06,West Virginia,Tucker County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Tucker County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Tucker County
0,Living Wage,$12.65,$27.50,$34.83,$44.17,$22.60,$26.03,$30.05,$31.44,$11.30,$15.34,$19.32,$22.17,West Virginia,Tyler County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Tyler County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Tyler County
0,Living Wage,$13.36,$27.66,$34.98,$44.47,$22.37,$26.19,$30.21,$31.75,$11.18,$15.42,$19.40,$22.32,West Virginia,Upshur County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Upshur County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Upshur County
0,Living Wage,$13.26,$28.65,$36.27,$46.68,$23.07,$26.91,$30.93,$33.12,$11.54,$15.92,$20.05,$23.43,West Virginia,Wayne County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Wayne County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Wayne County
0,Living Wage,$12.61,$26.74,$33.14,$41.59,$22.13,$26.19,$30.21,$31.64,$11.06,$14.96,$18.48,$20.88,West Virginia,Webster County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Webster County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Webster County
0,Living Wage,$12.89,$27.32,$34.65,$44.54,$21.88,$25.86,$29.87,$31.82,$10.94,$15.25,$19.24,$22.36,West Virginia,Wetzel County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Wetzel County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Wetzel County
0,Living Wage,$13.41,$28.27,$35.88,$46.24,$22.84,$26.52,$30.54,$32.68,$11.42,$15.72,$19.85,$23.21,West Virginia,Wirt County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Wirt County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Wirt County
0,Living Wage,$13.41,$28.46,$36.27,$46.82,$22.84,$26.52,$30.54,$32.68,$11.42,$15.82,$20.04,$23.50,West Virginia,Wood County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Wood County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Wood County
0,Living Wage,$13.15,$27.60,$35.21,$45.57,$22.45,$25.86,$29.87,$32.01,$11.22,$15.39,$19.52,$22.87,West Virginia,Wyoming County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,Wyoming County
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,Wyoming County
0,Living Wage,$13.58,$27.26,$34.41,$44.12,$22.31,$25.80,$29.63,$31.40,$11.10,$15.13,$19.11,$22.15,West Virginia,"Beckley, WV"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,"Beckley, WV"
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,"Beckley, WV"
0,Living Wage,$12.27,$26.34,$32.99,$41.83,$21.69,$25.36,$29.19,$30.58,$10.43,$14.67,$18.41,$21.01,West Virginia,"Charleston, WV"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,"Charleston, WV"
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,"Charleston, WV"
0,Living Wage,$13.13,$28.04,$35.38,$45.65,$22.48,$26.39,$30.22,$32.37,$10.87,$15.52,$19.60,$22.91,West Virginia,"Huntington-Ashland, WV"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,"Huntington-Ashland, WV"
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,"Huntington-Ashland, WV"
0,Living Wage,$14.48,$29.77,$37.95,$49.46,$23.15,$26.93,$30.77,$33.15,$11.56,$16.30,$20.88,$24.82,West Virginia,"Morgantown, WV"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,"Morgantown, WV"
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,"Morgantown, WV"
0,Living Wage,$13.28,$27.95,$35.56,$46.10,$22.34,$26.03,$29.86,$32.00,$10.95,$15.47,$19.69,$23.14,West Virginia,"Parkersburg-Vienna, WV"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,"Parkersburg-Vienna, WV"
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,"Parkersburg-Vienna, WV"
0,Living Wage,$12.42,$28.75,$37.59,$48.84,$21.72,$25.61,$29.44,$31.06,$10.51,$15.88,$20.70,$24.51,West Virginia,"Weirton-Steubenville, WV"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,"Weirton-Steubenville, WV"
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,"Weirton-Steubenville, WV"
0,Living Wage,$13.22,$28.11,$36.00,$46.34,$21.86,$25.90,$29.74,$31.39,$10.92,$15.56,$19.91,$23.26,West Virginia,"Wheeling, WV"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,West Virginia,"Wheeling, WV"
2,Minimum Wage,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,$8.75,West Virginia,"Wheeling, WV"
0,Living Wage,$13.51,$28.27,$35.50,$45.78,$22.24,$26.55,$30.27,$32.32,$11.12,$15.55,$19.69,$22.99,Wisconsin,Adams County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Adams County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Adams County
0,Living Wage,$13.72,$27.61,$34.34,$43.56,$22.13,$26.41,$30.12,$31.62,$11.06,$15.22,$19.10,$21.87,Wisconsin,Ashland County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Ashland County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Ashland County
0,Living Wage,$13.79,$27.99,$35.06,$45.35,$22.16,$26.44,$30.16,$32.39,$11.08,$15.41,$19.46,$22.77,Wisconsin,Barron County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Barron County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Barron County
0,Living Wage,$13.62,$28.18,$35.18,$44.75,$22.35,$26.71,$30.42,$31.99,$11.18,$15.51,$19.53,$22.47,Wisconsin,Bayfield County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Bayfield County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Bayfield County
0,Living Wage,$13.92,$29.47,$37.47,$49.08,$22.58,$27.00,$30.72,$33.34,$11.29,$16.16,$20.67,$24.64,Wisconsin,Brown County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Brown County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Brown County
0,Living Wage,$13.41,$28.28,$35.46,$45.28,$22.29,$26.63,$30.35,$32.00,$11.15,$15.56,$19.66,$22.73,Wisconsin,Buffalo County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Buffalo County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Buffalo County
0,Living Wage,$13.33,$28.12,$35.25,$44.91,$22.20,$26.51,$30.23,$31.75,$11.10,$15.48,$19.56,$22.55,Wisconsin,Burnett County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Burnett County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Burnett County
0,Living Wage,$14.11,$29.26,$37.12,$48.43,$22.58,$26.91,$30.63,$33.08,$11.29,$16.05,$20.49,$24.31,Wisconsin,Calumet County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Calumet County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Calumet County
0,Living Wage,$13.50,$28.60,$35.96,$46.51,$22.40,$26.76,$30.48,$32.68,$11.20,$15.72,$19.91,$23.35,Wisconsin,Chippewa County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Chippewa County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Chippewa County
0,Living Wage,$13.35,$27.10,$33.50,$42.81,$22.13,$26.22,$29.94,$31.85,$11.06,$14.97,$18.68,$21.50,Wisconsin,Clark County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Clark County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Clark County
0,Living Wage,$14.09,$29.61,$37.06,$48.45,$23.09,$27.67,$31.39,$34.33,$11.54,$16.22,$20.47,$24.32,Wisconsin,Columbia County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Columbia County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Columbia County
0,Living Wage,$13.15,$28.16,$35.62,$45.54,$21.98,$26.22,$29.94,$31.39,$10.99,$15.50,$19.75,$22.86,Wisconsin,Crawford County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Crawford County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Crawford County
0,Living Wage,$16.01,$34.40,$44.69,$59.40,$25.40,$29.63,$33.35,$36.78,$12.70,$18.62,$24.28,$29.79,Wisconsin,Dane County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Dane County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Dane County
0,Living Wage,$13.67,$29.20,$36.92,$48.23,$22.68,$27.01,$30.72,$33.32,$11.34,$16.02,$20.40,$24.21,Wisconsin,Dodge County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Dodge County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Dodge County
0,Living Wage,$13.77,$29.21,$37.00,$47.64,$22.91,$26.94,$30.65,$32.51,$11.45,$16.02,$20.43,$23.91,Wisconsin,Door County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Door County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Door County
0,Living Wage,$14.13,$28.82,$36.21,$46.48,$22.56,$26.96,$30.67,$32.56,$11.28,$15.83,$20.04,$23.34,Wisconsin,Douglas County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Douglas County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Douglas County
0,Living Wage,$14.30,$28.43,$35.62,$46.51,$22.61,$26.76,$30.48,$33.19,$11.31,$15.63,$19.74,$23.35,Wisconsin,Dunn County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Dunn County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Dunn County
0,Living Wage,$13.50,$28.85,$36.46,$47.27,$22.40,$26.76,$30.48,$32.68,$11.20,$15.84,$20.17,$23.73,Wisconsin,Eau Claire County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wisconsin,Eau Claire County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wisconsin,Eau Claire County
