,type,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c,State,County
9728,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Mecklenburg County
9729,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Mecklenburg County
9730,Living Wage,$14.21,$29.69,$36.46,$46.05,$22.99,$28.32,$31.93,$33.79,$11.49,$16.23,$20.11,$23.11,Virginia,Middlesex County
9731,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Middlesex County
9732,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Middlesex County
9733,Living Wage,$15.22,$29.90,$36.71,$47.76,$23.96,$28.49,$32.10,$35.39,$11.98,$16.34,$20.23,$23.97,Virginia,Montgomery County
9734,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Montgomery County
9735,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Montgomery County
9736,Living Wage,$15.63,$31.70,$38.39,$48.41,$25.45,$30.41,$34.01,$36.39,$12.73,$17.24,$21.07,$24.29,Virginia,Nelson County
9737,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Nelson County
9738,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Nelson County
9739,Living Wage,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83,Virginia,New Kent County
9740,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,New Kent County
9741,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,New Kent County
9742,Living Wage,$16.33,$31.36,$38.60,$50.28,$24.57,$29.51,$33.12,$36.61,$12.28,$17.06,$21.17,$25.23,Virginia,Newport News city
9743,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Newport News city
9744,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Newport News city
9745,Living Wage,$16.33,$31.32,$38.52,$50.16,$24.57,$29.51,$33.12,$36.61,$12.28,$17.04,$21.13,$25.17,Virginia,Norfolk city
9746,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Norfolk city
9747,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Norfolk city
9748,Living Wage,$13.64,$28.26,$34.44,$43.74,$23.07,$27.48,$31.09,$33.26,$11.54,$15.52,$19.09,$21.96,Virginia,Northampton County
9749,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Northampton County
9750,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Northampton County
9751,Living Wage,$13.20,$28.21,$34.97,$45.25,$21.86,$26.84,$30.44,$33.00,$10.93,$15.49,$19.36,$22.71,Virginia,Northumberland County
9752,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Northumberland County
9753,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Northumberland County
9754,Living Wage,$12.98,$26.89,$32.67,$40.95,$21.61,$26.51,$30.11,$31.66,$10.80,$14.83,$18.21,$20.56,Virginia,Norton city
9755,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Norton city
9756,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Norton city
9757,Living Wage,$13.29,$27.76,$33.93,$43.52,$22.62,$26.98,$30.58,$33.04,$11.31,$15.26,$18.84,$21.85,Virginia,Nottoway County
9758,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Nottoway County
9759,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Nottoway County
9760,Living Wage,$13.84,$29.47,$36.56,$47.58,$23.12,$27.79,$31.39,$34.38,$11.56,$16.12,$20.15,$23.88,Virginia,Orange County
9761,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Orange County
9762,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Orange County
9763,Living Wage,$13.10,$27.98,$34.66,$44.25,$22.01,$26.69,$30.29,$32.24,$11.00,$15.37,$19.21,$22.21,Virginia,Page County
9764,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Page County
9765,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Page County
9766,Living Wage,$12.98,$27.40,$33.70,$42.70,$22.21,$26.51,$30.11,$31.87,$11.11,$15.09,$18.72,$21.44,Virginia,Patrick County
9767,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Patrick County
9768,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Patrick County
9769,Living Wage,$15.95,$30.51,$37.43,$47.96,$24.38,$28.98,$32.58,$35.23,$12.19,$16.64,$20.59,$24.07,Virginia,Petersburg city
9770,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Petersburg city
9771,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Petersburg city
9772,Living Wage,$13.14,$27.40,$33.70,$42.74,$21.61,$26.51,$30.11,$31.91,$10.80,$15.09,$18.72,$21.46,Virginia,Pittsylvania County
9773,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Pittsylvania County
9774,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Pittsylvania County
9775,Living Wage,$16.33,$31.32,$38.52,$50.16,$24.57,$29.51,$33.12,$36.61,$12.28,$17.04,$21.13,$25.17,Virginia,Poquoson city
9776,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Poquoson city
9777,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Poquoson city
9778,Living Wage,$16.33,$31.28,$38.44,$50.04,$24.57,$29.51,$33.12,$36.61,$12.28,$17.02,$21.09,$25.11,Virginia,Portsmouth city
9779,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Portsmouth city
9780,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Portsmouth city
9781,Living Wage,$15.95,$30.98,$38.38,$49.38,$24.38,$28.98,$32.58,$35.23,$12.19,$16.88,$21.06,$24.78,Virginia,Powhatan County
9782,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Powhatan County
9783,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Powhatan County
9784,Living Wage,$13.90,$28.65,$34.83,$43.71,$22.65,$27.87,$31.48,$33.23,$11.32,$15.71,$19.29,$21.94,Virginia,Prince Edward County
9785,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Prince Edward County
9786,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Prince Edward County
9787,Living Wage,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83,Virginia,Prince George County
9788,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Prince George County
9789,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Prince George County
9790,Living Wage,$19.92,$37.12,$46.05,$59.72,$28.43,$33.58,$37.18,$40.96,$14.21,$19.94,$24.90,$29.95,Virginia,Prince William County
9791,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Prince William County
9792,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Prince William County
9793,Living Wage,$13.93,$27.45,$33.75,$43.01,$22.22,$26.56,$30.16,$32.18,$11.11,$15.11,$18.75,$21.59,Virginia,Pulaski County
9794,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Pulaski County
9795,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Pulaski County
9796,Living Wage,$15.22,$29.39,$35.68,$46.22,$23.96,$28.49,$32.10,$35.39,$11.98,$16.08,$19.72,$23.20,Virginia,Radford city
9797,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Radford city
9798,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Radford city
9799,Living Wage,$16.18,$31.62,$39.45,$51.04,$24.57,$29.20,$32.80,$35.62,$12.29,$17.20,$21.60,$25.60,Virginia,Rappahannock County
9800,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Rappahannock County
9801,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Rappahannock County
9802,Living Wage,$15.95,$30.19,$36.80,$47.01,$24.38,$28.98,$32.58,$35.23,$12.19,$16.48,$20.28,$23.59,Virginia,Richmond city
9803,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Richmond city
9804,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Richmond city
9805,Living Wage,$13.82,$29.13,$35.90,$45.34,$22.56,$27.76,$31.36,$33.09,$11.28,$15.95,$19.82,$22.76,Virginia,Richmond County
9806,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Richmond County
9807,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Richmond County
9808,Living Wage,$13.50,$29.20,$36.36,$46.79,$22.50,$27.43,$31.04,$33.35,$11.25,$15.98,$20.05,$23.48,Virginia,Roanoke city
9809,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Roanoke city
9810,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Roanoke city
9811,Living Wage,$13.50,$29.20,$36.36,$46.79,$22.50,$27.43,$31.04,$33.35,$11.25,$15.98,$20.05,$23.48,Virginia,Roanoke County
9812,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Roanoke County
9813,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Roanoke County
9814,Living Wage,$13.24,$28.39,$35.08,$44.76,$22.48,$27.10,$30.70,$32.74,$11.24,$15.58,$19.41,$22.46,Virginia,Rockbridge County
9815,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Rockbridge County
9816,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Rockbridge County
9817,Living Wage,$14.39,$30.08,$37.72,$48.51,$22.62,$27.85,$31.45,$33.65,$11.31,$16.43,$20.73,$24.34,Virginia,Rockingham County
9818,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Rockingham County
9819,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Rockingham County
9820,Living Wage,$12.98,$26.89,$32.67,$40.83,$21.61,$26.51,$30.11,$31.53,$10.80,$14.83,$18.21,$20.50,Virginia,Russell County
9821,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Russell County
9822,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Russell County
9823,Living Wage,$13.50,$28.73,$35.43,$45.39,$22.50,$27.43,$31.04,$33.35,$11.25,$15.75,$19.59,$22.78,Virginia,Salem city
9824,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Salem city
9825,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Salem city
9826,Living Wage,$13.34,$26.89,$32.67,$41.13,$21.61,$26.51,$30.11,$31.84,$10.80,$14.83,$18.21,$20.65,Virginia,Scott County
9827,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Scott County
9828,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Scott County
9829,Living Wage,$13.44,$28.41,$34.82,$44.93,$22.28,$27.40,$31.00,$33.74,$11.14,$15.59,$19.29,$22.55,Virginia,Shenandoah County
9830,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Shenandoah County
9831,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Shenandoah County
9832,Living Wage,$12.98,$26.89,$32.67,$41.02,$21.81,$26.51,$30.11,$31.72,$10.91,$14.83,$18.21,$20.60,Virginia,Smyth County
9833,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Smyth County
9834,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Smyth County
9835,Living Wage,$14.00,$28.38,$34.91,$44.82,$22.87,$27.25,$30.85,$33.28,$11.43,$15.58,$19.33,$22.50,Virginia,Southampton County
9836,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Southampton County
9837,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Southampton County
9838,Living Wage,$19.92,$36.01,$43.84,$56.41,$28.43,$33.58,$37.18,$40.96,$14.21,$19.39,$23.80,$28.29,Virginia,Spotsylvania County
9839,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Spotsylvania County
9840,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Spotsylvania County
9841,Living Wage,$19.92,$36.41,$44.63,$57.59,$28.43,$33.58,$37.18,$40.96,$14.21,$19.59,$24.19,$28.88,Virginia,Stafford County
9842,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Stafford County
9843,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Stafford County
9844,Living Wage,$14.38,$29.59,$36.75,$47.33,$22.61,$27.82,$31.43,$33.89,$11.31,$16.18,$20.25,$23.75,Virginia,Staunton city
9845,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Staunton city
9846,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Staunton city
9847,Living Wage,$16.33,$31.43,$38.75,$50.52,$24.57,$29.51,$33.12,$36.61,$12.28,$17.10,$21.25,$25.34,Virginia,Suffolk city
9848,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Suffolk city
9849,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Suffolk city
9850,Living Wage,$13.16,$28.15,$34.92,$45.17,$22.01,$26.78,$30.38,$32.92,$11.01,$15.46,$19.33,$22.67,Virginia,Surry County
9851,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Surry County
9852,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Surry County
9853,Living Wage,$15.95,$30.35,$37.11,$47.48,$24.38,$28.98,$32.58,$35.23,$12.19,$16.56,$20.43,$23.83,Virginia,Sussex County
9854,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Sussex County
9855,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Sussex County
9856,Living Wage,$13.00,$26.93,$32.71,$40.87,$21.89,$26.54,$30.15,$31.57,$10.95,$14.85,$18.23,$20.52,Virginia,Tazewell County
9857,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Tazewell County
9858,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Tazewell County
9859,Living Wage,$16.33,$31.83,$39.54,$51.70,$24.57,$29.51,$33.12,$36.61,$12.28,$17.30,$21.65,$25.94,Virginia,Virginia Beach city
9860,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Virginia Beach city
9861,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Virginia Beach city
9862,Living Wage,$14.33,$29.96,$36.64,$47.31,$23.24,$28.66,$32.27,$35.29,$11.62,$16.36,$20.20,$23.74,Virginia,Warren County
9863,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Warren County
9864,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Warren County
9865,Living Wage,$13.34,$26.89,$32.67,$41.13,$21.61,$26.51,$30.11,$31.84,$10.80,$14.83,$18.21,$20.65,Virginia,Washington County
9866,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Washington County
9867,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Washington County
9868,Living Wage,$14.38,$29.59,$36.75,$47.33,$22.61,$27.82,$31.43,$33.89,$11.31,$16.18,$20.25,$23.75,Virginia,Waynesboro city
9869,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Waynesboro city
9870,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Waynesboro city
9871,Living Wage,$13.76,$29.04,$35.81,$46.45,$22.72,$27.67,$31.27,$34.20,$11.36,$15.90,$19.78,$23.31,Virginia,Westmoreland County
9872,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Westmoreland County
9873,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Westmoreland County
9874,Living Wage,$16.33,$31.47,$38.83,$50.63,$24.57,$29.51,$33.12,$36.61,$12.28,$17.12,$21.29,$25.40,Virginia,Williamsburg city
9875,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Williamsburg city
9876,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Williamsburg city
9877,Living Wage,$15.09,$30.50,$37.66,$48.37,$23.32,$28.74,$32.34,$34.93,$11.66,$16.64,$20.71,$24.27,Virginia,Winchester city
9878,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Winchester city
9879,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Winchester city
9880,Living Wage,$12.98,$26.89,$32.67,$40.95,$21.61,$26.51,$30.11,$31.66,$10.80,$14.83,$18.21,$20.56,Virginia,Wise County
9881,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Wise County
9882,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Wise County
9883,Living Wage,$13.00,$26.93,$32.71,$40.87,$21.73,$26.54,$30.15,$31.57,$10.86,$14.85,$18.23,$20.52,Virginia,Wythe County
9884,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,Wythe County
9885,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,Wythe County
9886,Living Wage,$16.33,$31.47,$38.83,$50.63,$24.57,$29.51,$33.12,$36.61,$12.28,$17.12,$21.29,$25.40,Virginia,York County
9887,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,York County
9888,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,York County
9889,Living Wage,$15.00,$29.78,$36.72,$47.67,$23.67,$28.24,$31.84,$34.90,$11.60,$16.28,$20.24,$23.92,Virginia,"Blacksburg-Christiansburg-Radford, VA"
9890,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,"Blacksburg-Christiansburg-Radford, VA"
9891,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,"Blacksburg-Christiansburg-Radford, VA"
9892,Living Wage,$15.77,$32.65,$40.02,$50.87,$25.67,$30.68,$34.28,$36.81,$11.98,$17.71,$21.89,$25.52,Virginia,"Charlottesville, VA"
9893,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,"Charlottesville, VA"
9894,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Virginia,"Charlottesville, VA"
9895,Living Wage,$14.24,$29.93,$37.57,$48.36,$22.47,$27.69,$31.30,$33.50,$11.22,$16.35,$20.66,$24.26,Virginia,"Harrisonburg, VA"
9896,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Virginia,"Harrisonburg, VA"
