County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c
Dawson County,TX,48115,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.31 ,$20.99 ,$24.99 ,$28.39 ,$30.52 ,$10.50 ,$14.32 ,$17.84 ,$20.74 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dawson County,TX,48065,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.31 ,$20.99 ,$24.99 ,$28.39 ,$30.52 ,$10.50 ,$14.32 ,$17.84 ,$20.74 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Deaf Smith County,TX,48117,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.86 ,$26.50 ,$32.38 ,$40.88 ,$20.96 ,$25.70 ,$29.09 ,$30.81 ,$10.48 ,$14.55 ,$17.96 ,$20.52 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Delta County,TX,48119,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.32 ,$30.73 ,$38.86 ,$20.66 ,$24.99 ,$28.39 ,$30.22 ,$10.33 ,$13.96 ,$17.13 ,$19.51 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Denton County,TX,48351,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.21 ,$30.73 ,$37.53 ,$48.15 ,$24.12 ,$29.01 ,$32.41 ,$35.33 ,$12.06 ,$16.67 ,$20.53 ,$24.15 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Denton County,TX,48121,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.21 ,$30.73 ,$37.53 ,$48.15 ,$24.12 ,$29.01 ,$32.41 ,$35.33 ,$12.06 ,$16.67 ,$20.53 ,$24.15 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
DeWitt County,TX,48123,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.47 ,$25.81 ,$31.54 ,$40.02 ,$20.64 ,$25.17 ,$28.57 ,$30.43 ,$10.32 ,$14.21 ,$17.54 ,$20.09 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dickens County,TX,48125,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.62 ,$31.34 ,$39.67 ,$20.99 ,$24.99 ,$28.39 ,$30.11 ,$10.50 ,$14.12 ,$17.43 ,$19.92 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Dimmit County,TX,48127,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.47 ,$25.23 ,$30.36 ,$38.19 ,$20.76 ,$25.17 ,$28.57 ,$30.35 ,$10.38 ,$13.92 ,$16.95 ,$19.17 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Donley County,TX,48345,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.73 ,$20.42 ,$24.99 ,$28.39 ,$30.66 ,$10.21 ,$14.20 ,$17.60 ,$20.45 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Donley County,TX,48129,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.73 ,$20.42 ,$24.99 ,$28.39 ,$30.66 ,$10.21 ,$14.20 ,$17.60 ,$20.45 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Duval County,TX,48131,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.06 ,$32.21 ,$41.24 ,$20.61 ,$24.99 ,$28.39 ,$30.37 ,$10.31 ,$14.33 ,$17.87 ,$20.70 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Eastland County,TX,48133,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$11.91 ,$25.37 ,$30.83 ,$38.52 ,$20.42 ,$24.99 ,$28.39 ,$29.72 ,$10.21 ,$13.99 ,$17.18 ,$19.34 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Ector County,TX,48135,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.03 ,$29.05 ,$35.17 ,$44.27 ,$22.83 ,$28.01 ,$31.40 ,$33.48 ,$11.41 ,$15.83 ,$19.35 ,$22.22 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Edwards County,TX,48137,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.47 ,$25.23 ,$30.36 ,$38.19 ,$20.76 ,$25.17 ,$28.57 ,$30.35 ,$10.38 ,$13.92 ,$16.95 ,$19.17 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Ellis County,TX,48139,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.21 ,$30.73 ,$37.53 ,$48.15 ,$24.12 ,$29.01 ,$32.41 ,$35.33 ,$12.06 ,$16.67 ,$20.53 ,$24.15 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
El Paso County,TX,48141,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.41 ,$26.18 ,$31.69 ,$40.57 ,$21.33 ,$25.75 ,$29.14 ,$31.62 ,$10.66 ,$14.39 ,$17.61 ,$20.37 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Erath County,TX,48143,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.15 ,$27.22 ,$34.01 ,$43.72 ,$21.17 ,$25.50 ,$28.90 ,$30.90 ,$10.59 ,$14.91 ,$18.77 ,$21.94 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Falls County,TX,48145,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.26 ,$25.37 ,$30.82 ,$38.69 ,$20.42 ,$24.99 ,$28.39 ,$29.90 ,$10.21 ,$13.99 ,$17.18 ,$19.43 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Fannin County,TX,48147,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.48 ,$26.09 ,$32.09 ,$41.13 ,$20.56 ,$25.18 ,$28.57 ,$30.72 ,$10.28 ,$14.35 ,$17.81 ,$20.65 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Fayette County,TX,48149,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.53 ,$26.99 ,$33.81 ,$43.44 ,$20.62 ,$25.25 ,$28.65 ,$30.57 ,$10.31 ,$14.80 ,$18.67 ,$21.80 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Fisher County,TX,48437,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.37 ,$30.83 ,$39.08 ,$20.61 ,$24.99 ,$28.39 ,$30.28 ,$10.31 ,$13.99 ,$17.18 ,$19.62 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Fisher County,TX,48151,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.37 ,$30.83 ,$39.08 ,$20.61 ,$24.99 ,$28.39 ,$30.28 ,$10.31 ,$13.99 ,$17.18 ,$19.62 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Floyd County,TX,48153,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.62 ,$31.34 ,$39.28 ,$20.99 ,$24.99 ,$28.39 ,$29.72 ,$10.50 ,$14.12 ,$17.43 ,$19.72 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Foard County,TX,48155,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.47 ,$25.60 ,$31.11 ,$39.31 ,$20.76 ,$25.17 ,$28.57 ,$30.35 ,$10.38 ,$14.11 ,$17.32 ,$19.74 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Fort Bend County,TX,48157,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.33 ,$29.11 ,$35.75 ,$46.05 ,$22.88 ,$27.55 ,$30.95 ,$33.71 ,$11.44 ,$15.86 ,$19.64 ,$23.11 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Franklin County,TX,48159,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.32 ,$30.73 ,$38.82 ,$20.74 ,$24.99 ,$28.39 ,$30.18 ,$10.37 ,$13.96 ,$17.13 ,$19.49 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Freestone County,TX,48293,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.37 ,$30.82 ,$39.46 ,$20.52 ,$24.99 ,$28.39 ,$30.66 ,$10.26 ,$13.99 ,$17.18 ,$19.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Freestone County,TX,48161,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.37 ,$30.82 ,$39.46 ,$20.52 ,$24.99 ,$28.39 ,$30.66 ,$10.26 ,$13.99 ,$17.18 ,$19.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Frio County,TX,48163,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.39 ,$26.45 ,$33.00 ,$42.19 ,$20.99 ,$24.99 ,$28.39 ,$30.14 ,$10.50 ,$14.53 ,$18.27 ,$21.18 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gaines County,TX,48379,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.45 ,$20.61 ,$24.99 ,$28.39 ,$30.66 ,$10.31 ,$14.32 ,$17.84 ,$20.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gaines County,TX,48255,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.45 ,$20.61 ,$24.99 ,$28.39 ,$30.66 ,$10.31 ,$14.32 ,$17.84 ,$20.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gaines County,TX,48185,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.45 ,$20.61 ,$24.99 ,$28.39 ,$30.66 ,$10.31 ,$14.32 ,$17.84 ,$20.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gaines County,TX,48165,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.03 ,$32.16 ,$41.45 ,$20.61 ,$24.99 ,$28.39 ,$30.66 ,$10.31 ,$14.32 ,$17.84 ,$20.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Galveston County,TX,48167,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.33 ,$29.11 ,$35.75 ,$46.05 ,$22.88 ,$27.55 ,$30.95 ,$33.71 ,$11.44 ,$15.86 ,$19.64 ,$23.11 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Garza County,TX,48169,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.62 ,$31.34 ,$39.66 ,$20.61 ,$24.99 ,$28.39 ,$30.10 ,$10.31 ,$14.12 ,$17.43 ,$19.91 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gillespie County,TX,48171,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.44 ,$27.94 ,$34.48 ,$44.86 ,$21.55 ,$26.47 ,$29.87 ,$32.80 ,$10.77 ,$15.27 ,$19.01 ,$22.51 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Glasscock County,TX,48173,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.47 ,$26.21 ,$32.34 ,$41.14 ,$20.76 ,$25.17 ,$28.57 ,$30.35 ,$10.38 ,$14.41 ,$17.93 ,$20.65 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Goliad County,TX,48175,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.53 ,$27.56 ,$33.29 ,$42.04 ,$22.25 ,$26.92 ,$30.32 ,$32.44 ,$11.13 ,$15.09 ,$18.41 ,$21.10 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gonzales County,TX,48177,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.42 ,$25.63 ,$31.36 ,$40.20 ,$20.44 ,$24.99 ,$28.39 ,$30.61 ,$10.22 ,$14.12 ,$17.44 ,$20.18 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gray County,TX,48179,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.65 ,$26.21 ,$32.10 ,$40.75 ,$20.74 ,$25.41 ,$28.81 ,$30.68 ,$10.37 ,$14.41 ,$17.82 ,$20.46 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Grayson County,TX,48181,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.02 ,$27.25 ,$33.25 ,$42.46 ,$21.75 ,$26.34 ,$29.73 ,$32.06 ,$10.88 ,$14.93 ,$18.39 ,$21.31 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Gregg County,TX,48183,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.92 ,$26.82 ,$32.37 ,$41.05 ,$22.02 ,$26.36 ,$29.75 ,$31.99 ,$11.01 ,$14.72 ,$17.95 ,$20.61 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Grimes County,TX,48185,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.19 ,$32.48 ,$41.61 ,$20.42 ,$24.99 ,$28.39 ,$30.33 ,$10.21 ,$14.40 ,$18.01 ,$20.89 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Grimes County,TX,48165,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$26.19 ,$32.48 ,$41.61 ,$20.42 ,$24.99 ,$28.39 ,$30.33 ,$10.21 ,$14.40 ,$18.01 ,$20.89 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Guadalupe County,TX,48187,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.50 ,$28.71 ,$35.26 ,$45.01 ,$22.49 ,$27.25 ,$30.65 ,$32.95 ,$11.25 ,$15.66 ,$19.40 ,$22.59 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Hale County,TX,48191,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.62 ,$31.34 ,$40.19 ,$20.94 ,$24.99 ,$28.39 ,$30.63 ,$10.47 ,$14.12 ,$17.43 ,$20.18 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Hale County,TX,48189,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.62 ,$31.34 ,$40.19 ,$20.94 ,$24.99 ,$28.39 ,$30.63 ,$10.47 ,$14.12 ,$17.43 ,$20.18 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Hall County,TX,48217,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.73 ,$20.82 ,$24.99 ,$28.39 ,$30.66 ,$10.41 ,$14.20 ,$17.60 ,$20.45 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Hall County,TX,48191,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.73 ,$20.82 ,$24.99 ,$28.39 ,$30.66 ,$10.41 ,$14.20 ,$17.60 ,$20.45 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Hall County,TX,48189,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.79 ,$31.67 ,$40.73 ,$20.82 ,$24.99 ,$28.39 ,$30.66 ,$10.41 ,$14.20 ,$17.60 ,$20.45 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Hamilton County,TX,48193,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.34 ,$25.58 ,$31.25 ,$39.16 ,$20.93 ,$24.99 ,$28.39 ,$29.72 ,$10.47 ,$14.10 ,$17.39 ,$19.66 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
